ID queja,ID empleado,Area,Comentarios,NLP,Score,Sentimiento,Score norm
b6bee668-112d-40a6-bdc9-a699c1276c4e,4aa3e6fa-bcc1-48bc-8d87-0c3ba2ad844f,Operaciones,El coordinador no estuvo disponible cuando tuve un inconveniente en el viaje.,"{'label': 'Positivo', 'score': 0.9527357816696167}",0.9527357816696167,Positivo,0.9527357816696167
f5d65c31-51c9-4f5b-b94d-f4dacef46a07,d76a721c-c2a1-43bb-b0f1-cdb50940dc8f,Finanzas,Los descuentos en comisiones no sirven de nada,"{'label': 'Negativo', 'score': 0.9971379041671753}",0.9971379041671753,Negativo,-0.9971379041671753
37bddd62-a484-4aa3-8859-296a9e11c84a,8494948a-2c67-4881-81a2-01c864f80037,RH,"El ambiente de trabajo es negativo, nadie está contento en el equipo.","{'label': 'Negativo', 'score': 0.9872275590896606}",0.9872275590896606,Negativo,-0.9872275590896606
c65ee9e8-accd-4c61-a0d1-0f19e9e42cc6,9ec597bf-c8d9-40d0-9480-10af87ff614b,RH,Me cambiaron el horario sin avisarme,"{'label': 'Negativo', 'score': 0.9932557344436646}",0.9932557344436646,Negativo,-0.9932557344436646
2d3b3865-3f0d-45b0-a41f-1a700248aa33,bcda2a5c-15c5-4d76-9899-78304266386f,Finanzas,Me gustaría que el proceso fuera más rápido,"{'label': 'Positivo', 'score': 0.5928201675415039}",0.5928201675415039,Positivo,0.5928201675415039
6a938705-f8b0-4c73-a0c6-afda857d4371,978d0cdf-7bb2-4565-9817-d0d5eb1990b0,Operaciones,Las rutas propuestas siempre tienen problemas de tráfico.,"{'label': 'Negativo', 'score': 0.9428897500038147}",0.9428897500038147,Negativo,-0.9428897500038147
83b85d26-b49a-4128-9980-acdc14d342df,3d648f7b-63fe-40a1-b6de-8e8f614eb17d,RH,Nunca nos explican nada claramente,"{'label': 'Negativo', 'score': 0.8580359220504761}",0.8580359220504761,Negativo,-0.8580359220504761
26e570e9-3611-4e83-9aba-8f8cc89cbe88,7910bca4-9c5a-4344-8a40-f114f25ab447,Finanzas,No sé por qué me retuvieron un pago,"{'label': 'Negativo', 'score': 0.9947131276130676}",0.9947131276130676,Negativo,-0.9947131276130676
ff8721c7-4364-44f3-86ba-e733beaa9f2a,19b18213-e3ee-40ef-bfa4-b11b9065ed28,RH,"Las políticas de la empresa son útiles, pero la carga de trabajo es un problema constante.","{'label': 'Negativo', 'score': 0.997783362865448}",0.997783362865448,Negativo,-0.997783362865448
8dbfcf22-ed7c-4d22-9f54-e8b85ab08d1e,fe80d9a0-4dbd-4f3e-9ef6-ed5c530b97be,Finanzas,"Los bonos no se entregan como se prometió, necesito respuestas","{'label': 'Positivo', 'score': 0.6622283458709717}",0.6622283458709717,Positivo,0.6622283458709717
7759d74f-2e5b-42b9-851b-11ba7c84afd0,5d0ffdaa-33c5-4728-9208-3029eecc0347,RH,"La empresa no tiene políticas claras de apoyo a los empleados, es todo muy confuso.","{'label': 'Negativo', 'score': 0.9996203184127808}",0.9996203184127808,Negativo,-0.9996203184127808
a14e4154-fdff-4120-9f66-9be07422ac08,1c65c1ef-9c33-45bb-9b86-751ff4f157c6,Operaciones,El vehículo no era adecuado para viajar,"{'label': 'Negativo', 'score': 0.9989802241325378}",0.9989802241325378,Negativo,-0.9989802241325378
eb60f904-58cd-403b-a4eb-789bd24335de,d3e7fe83-8df8-4a73-b69f-42204a795691,Finanzas,Me gustaría que se me explicaran los descuentos que se aplican,"{'label': 'Positivo', 'score': 0.8857997059822083}",0.8857997059822083,Positivo,0.8857997059822083
3e4ba00f-521c-48e7-aed1-368fbe0bbd40,37bda493-8e86-4364-808d-363561c9569d,Finanzas,Me siguen cobrando más de lo que debería ser,"{'label': 'Negativo', 'score': 0.9996523857116699}",0.9996523857116699,Negativo,-0.9996523857116699
1b131b3e-3f2b-4d77-841c-12856bb5c388,4f655405-7141-45fc-ad64-b9a264300461,Operaciones,Los viajes nocturnos deberían tener mejor tarifa,"{'label': 'Positivo', 'score': 0.6594417095184326}",0.6594417095184326,Positivo,0.6594417095184326
626fdd0d-b924-491d-9b7f-24c8e7add132,ec28dec4-cfb7-4ed7-a6be-0010f00a9a8c,RH,"La carga de trabajo es manejable, pero puede ser más equilibrada","{'label': 'Negativo', 'score': 0.8273391723632812}",0.8273391723632812,Negativo,-0.8273391723632812
9750def8-bf9d-4578-abe2-58c63b3bab70,7be87b1e-02ea-4dd8-877b-7a9e97160586,Operaciones,El coordinador no fue útil en ningún momento,"{'label': 'Negativo', 'score': 0.994446873664856}",0.994446873664856,Negativo,-0.994446873664856
1a403247-4745-4919-9778-67abd1af7328,dd270524-1bf8-42f0-9c3f-fdd0cd8c0599,Finanzas,El porcentaje de comisión es abusivo,"{'label': 'Negativo', 'score': 0.881320595741272}",0.881320595741272,Negativo,-0.881320595741272
85433a7d-df7b-4841-bdb2-bab882efec21,6439e93a-5b87-4af1-8c94-03ba15dd9772,RH,Los administrativos no son amables,"{'label': 'Negativo', 'score': 0.9994295239448547}",0.9994295239448547,Negativo,-0.9994295239448547
c57210fc-2b93-4535-a4c3-918377df9ad5,02f437f7-9c3b-47f1-81c1-e86c23d34bdc,Finanzas,Las cancelaciones de clientes afectan demasiado,"{'label': 'Positivo', 'score': 0.6485570669174194}",0.6485570669174194,Positivo,0.6485570669174194
903c09d4-4caa-47da-a409-440e99d75abe,e9736c4a-4132-4c14-8d66-6d5a8e92f807,Operaciones,La ruta estaba bloqueada por un accidente y no recibí información a tiempo,"{'label': 'Positivo', 'score': 0.6831718683242798}",0.6831718683242798,Positivo,0.6831718683242798
5ee403a5-dd4e-48aa-bf1f-7ed873bea797,db5e0a0d-b10b-4c90-9e6c-46cac362536e,RH,"Las políticas de la empresa son adecuadas, pero la carga de trabajo sigue siendo alta.","{'label': 'Negativo', 'score': 0.981543242931366}",0.981543242931366,Negativo,-0.981543242931366
257fe7da-873f-4143-bda9-c99ce0dc740a,47a7a278-3770-4067-b0b5-2417ed3c04a4,Operaciones,El vehículo estaba muy sucio y no era cómodo,"{'label': 'Negativo', 'score': 0.9996777772903442}",0.9996777772903442,Negativo,-0.9996777772903442
4d2c2ce6-ecb9-4b35-8b34-a3da73dbe187,cb2eea81-486b-4ff3-b7ab-8d848313bda7,Operaciones,La ruta fue mal planificada y perdí mucho tiempo,"{'label': 'Negativo', 'score': 0.9996877908706665}",0.9996877908706665,Negativo,-0.9996877908706665
ca533fbf-f108-47c9-a46d-bf84dfc968d9,a14d832b-9b6d-4a6b-be28-2808534b1c4f,Finanzas,El sistema de pago es complicado,"{'label': 'Negativo', 'score': 0.9861449003219604}",0.9861449003219604,Negativo,-0.9861449003219604
edce5670-b1e9-405b-9ac9-0a728002c234,07de5a44-ae90-4fb2-8218-aa4d084b20f7,RH,No siempre nos explican bien cómo se calculan los pagos,"{'label': 'Positivo', 'score': 0.9442514181137085}",0.9442514181137085,Positivo,0.9442514181137085
f917efac-4e92-4ae7-82b5-9cdfa3bcc36a,dcba802d-e911-46bd-8ae7-125bfca47ff7,Operaciones,El coordinador no ayudó a solucionar los problemas del viaje,"{'label': 'Negativo', 'score': 0.9983835220336914}",0.9983835220336914,Negativo,-0.9983835220336914
3e5112f5-145b-434e-9ed8-cbf3663504eb,bea3a634-b9a1-4abd-a5df-8483562e67bf,Finanzas,Los descuentos en comisiones no se explican bien,"{'label': 'Negativo', 'score': 0.9951387643814087}",0.9951387643814087,Negativo,-0.9951387643814087
1a1e5d70-2987-4abb-a90e-236caeb9f38b,bc96cd51-0615-47fb-9193-b74208f01b10,Operaciones,El conductor no se preocupó por mi seguridad durante el viaje,"{'label': 'Negativo', 'score': 0.9947015047073364}",0.9947015047073364,Negativo,-0.9947015047073364
481927c8-7fed-4f78-9feb-ece13a84555d,5173b311-da6c-4a47-af79-86f86230e683,RH,A veces los supervisores no escuchan las preocupaciones de los empleados.,"{'label': 'Positivo', 'score': 0.8686935901641846}",0.8686935901641846,Positivo,0.8686935901641846
cb882f43-fe09-4446-b0c7-72adbdaa3055,f924720e-4337-4b5c-9177-b44deec74cab,Finanzas,El tiempo de espera en el aeropuerto no se paga bien,"{'label': 'Negativo', 'score': 0.9972825050354004}",0.9972825050354004,Negativo,-0.9972825050354004
bc4ad253-bb01-4ca0-a795-26f58d409ac0,803b256f-5c14-4a34-9816-d68653a96113,RH,"El trato con Recursos Humanos es correcto, aunque no siempre eficaz","{'label': 'Positivo', 'score': 0.9968620538711548}",0.9968620538711548,Positivo,0.9968620538711548
7412745f-589b-465d-ab31-c34e3652a351,cf3a599a-d782-44cb-804a-8fb8884e6c00,Operaciones,Hubo fallos técnicos en el coche que afectaron el viaje,"{'label': 'Negativo', 'score': 0.8290228843688965}",0.8290228843688965,Negativo,-0.8290228843688965
4c892c8f-4c92-4f30-8436-35018a8cee22,fbb476bd-6773-4612-9291-922e23208b65,Operaciones,El sistema no me dejó finalizar el turno,"{'label': 'Negativo', 'score': 0.981765866279602}",0.981765866279602,Negativo,-0.981765866279602
39e7e246-3c04-444d-84f2-6b50b2a7703c,bb1c0b4f-f494-47ef-a8c5-0d7a23b3aa3b,Finanzas,Los pagos no se reflejan correctamente en la app,"{'label': 'Negativo', 'score': 0.9204145669937134}",0.9204145669937134,Negativo,-0.9204145669937134
b159c77f-867a-4c91-98f5-edae46575c71,8693ae31-b03e-4de1-9139-24507bdc5573,Finanzas,"No sé por qué me descuentan ciertas cantidades, espero una explicación","{'label': 'Positivo', 'score': 0.6567168831825256}",0.6567168831825256,Positivo,0.6567168831825256
297202b1-4b83-4c65-b20f-70d8897db52c,5f71f91d-a08d-483f-b8a5-293adcbfa550,RH,Recursos Humanos no siempre responde los correos,"{'label': 'Positivo', 'score': 0.5192760229110718}",0.5192760229110718,Positivo,0.5192760229110718
8e73c8ff-96bc-4ba5-8466-aa5d52ba3a6e,c5164bf9-fa74-4ad5-9856-8b47aa9e8b94,Finanzas,Las comisiones afectan mi decisión de seguir,"{'label': 'Positivo', 'score': 0.6138893961906433}",0.6138893961906433,Positivo,0.6138893961906433
adfccfb1-3e05-4425-9530-f7170e298457,4bf4cf46-144e-4112-97a7-26ae944d9c40,Operaciones,Las tarifas no son justas en ciertos horarios,"{'label': 'Negativo', 'score': 0.96562659740448}",0.96562659740448,Negativo,-0.96562659740448
1f57111a-bd09-4249-b7a0-b3c4b3bbc3fa,daedab0b-2df8-414b-8139-f0cc0965a3f2,RH,"El trato con los supervisores es correcto, aunque distante","{'label': 'Positivo', 'score': 0.9896488189697266}",0.9896488189697266,Positivo,0.9896488189697266
f4f8621a-67eb-45ea-a4b7-500a2471b283,4bf4cf46-144e-4112-97a7-26ae944d9c40,Finanzas,El sistema de pagos no es confiable,"{'label': 'Negativo', 'score': 0.9979485869407654}",0.9979485869407654,Negativo,-0.9979485869407654
0b6b2ca0-8f40-43b4-a22d-6e2ec4b6548c,6f2b0c3f-8634-4181-876b-69740d5dab99,RH,Recursos Humanos no protege a los conductores,"{'label': 'Negativo', 'score': 0.994491696357727}",0.994491696357727,Negativo,-0.994491696357727
420869e8-5fd6-40a5-b75a-4c8c3c80e959,75609d1d-b56f-49a0-b972-c823895cd96b,RH,Las jornadas de trabajo son inhumanas,"{'label': 'Negativo', 'score': 0.9997246861457825}",0.9997246861457825,Negativo,-0.9997246861457825
0e086bba-2cea-4a6a-849e-a3529ce354cf,750dc472-1547-4732-bdb8-4e6287c83dfa,RH,Me gustaría que nos trataran con más respeto en la oficina,"{'label': 'Positivo', 'score': 0.7855028510093689}",0.7855028510093689,Positivo,0.7855028510093689
60326dc5-4e10-4c68-9d9e-06c13f4dffde,6147eba7-293c-4743-b5e9-c91a8483d18b,RH,Los horarios son abusivos y no hay flexibilidad,"{'label': 'Negativo', 'score': 0.9995525479316711}",0.9995525479316711,Negativo,-0.9995525479316711
55a75fed-aaa1-479c-a129-f639ff526018,0a201fa1-5147-4e07-93ae-a683583b60ba,Finanzas,El costo de mantenimiento es desproporcionado,"{'label': 'Negativo', 'score': 0.9981043338775635}",0.9981043338775635,Negativo,-0.9981043338775635
350813ef-d926-4acd-bbca-ad787dceb0c5,63504867-e491-449b-ba8a-dfe8785663d4,Finanzas,No entiendo los costos adicionales,"{'label': 'Negativo', 'score': 0.6669559478759766}",0.6669559478759766,Negativo,-0.6669559478759766
126346ca-6cf6-473f-b46f-574463a93fa4,f6f4f1f6-a790-496e-b7b0-8c65012a6140,RH,"El trato con Recursos Humanos es adecuado, pero falta empatía","{'label': 'Positivo', 'score': 0.7535679340362549}",0.7535679340362549,Positivo,0.7535679340362549
ba387503-c787-4ab6-8f91-f6b99705f70f,76354921-c352-43e9-850f-0836a045e997,Operaciones,El coordinador no me informó sobre las posibles rutas alternativas.,"{'label': 'Negativo', 'score': 0.9989387392997742}",0.9989387392997742,Negativo,-0.9989387392997742
cece38dc-04c7-43cc-8472-49946e5399cf,1f32974f-ffa1-4a6e-abca-a64103d0876a,Operaciones,La ruta estaba llena de paradas innecesarias,"{'label': 'Negativo', 'score': 0.9997363686561584}",0.9997363686561584,Negativo,-0.9997363686561584
8d9b2a36-47e4-4ff8-8162-ff7927759cd9,02d6a2e8-37d2-4da8-8d39-a4b587aef1f3,Operaciones,El vehículo no tenía las condiciones mínimas de seguridad,"{'label': 'Negativo', 'score': 0.9990206956863403}",0.9990206956863403,Negativo,-0.9990206956863403
28c6153d-8477-4909-a55b-1d3cfb065aaf,a6c6baf6-9f23-47e2-b70f-306bf1efe2cc,Operaciones,El coordinador cambió el punto de entrega sin informarme con anticipación.,"{'label': 'Negativo', 'score': 0.9979992508888245}",0.9979992508888245,Negativo,-0.9979992508888245
759ad1ab-ca4d-457b-902f-3e99b1489597,896cbf94-f4e9-4013-86cb-ddf4567c5b25,RH,No siempre nos informan sobre cambios importantes,"{'label': 'Positivo', 'score': 0.9795745015144348}",0.9795745015144348,Positivo,0.9795745015144348
9d61f8d8-85a7-4c50-8253-ee1f81d9ffb1,8e8b8549-6ac7-4f0a-9bec-32f22aa1940b,Finanzas,El proceso de pago es lento y confuso,"{'label': 'Negativo', 'score': 0.9994344115257263}",0.9994344115257263,Negativo,-0.9994344115257263
c6cf9f98-20e1-444c-89e1-3cdb449550b2,2fa4a908-4efa-411f-b6b9-88a890497517,RH,Los supervisores podrían ser más atentos,"{'label': 'Negativo', 'score': 0.5552148818969727}",0.5552148818969727,Negativo,-0.5552148818969727
eca076a7-8f85-476f-ba98-b5e3081b555b,7d0c7c74-4503-4892-80cb-4f7ca231910e,Operaciones,La ruta estaba llena de desvíos que no se comunicaron a tiempo.,"{'label': 'Negativo', 'score': 0.9994059801101685}",0.9994059801101685,Negativo,-0.9994059801101685
1c1b3dea-a5e9-4eef-ae6e-0d3f50275875,5b63dc43-5c93-4653-af0b-1a4b5f712de7,Operaciones,El coordinador no estaba informado de los cambios,"{'label': 'Positivo', 'score': 0.8875122666358948}",0.8875122666358948,Positivo,0.8875122666358948
ed6b6977-a186-4ae1-b2db-3df76aa2082e,6f3c76f9-f64c-4be0-913d-a09d88e486b5,Operaciones,El coordinador no estaba disponible para responder nuestras dudas,"{'label': 'Negativo', 'score': 0.7881321907043457}",0.7881321907043457,Negativo,-0.7881321907043457
0597dfb5-86cb-4fa8-b96c-44885966bbe9,42d4bab7-12d6-4c94-bb9c-b0822146e9df,Finanzas,"Las ganancias no están mal, pero las fluctuaciones son grandes","{'label': 'Negativo', 'score': 0.9991440773010254}",0.9991440773010254,Negativo,-0.9991440773010254
14db10ef-1d98-4356-82e7-49437b514e2f,7914a0c9-49b5-41f9-8aae-1705aeba445c,Operaciones,"La ruta fue muy confusa, no se entendían las indicaciones","{'label': 'Negativo', 'score': 0.9997547268867493}",0.9997547268867493,Negativo,-0.9997547268867493
174a6466-33f4-449c-9a2b-57c6aa5ee5b0,4b0c795f-fcd7-4f3c-a94f-4d9e1735ce05,Operaciones,No me permiten cancelar ciertos viajes sin penalización,"{'label': 'Positivo', 'score': 0.8659414649009705}",0.8659414649009705,Positivo,0.8659414649009705
aed7f0cb-5340-4d7a-a562-5fd2c1839c2d,a461c43d-69e2-465a-bd54-9d2392517ac5,Operaciones,"Hubo un retraso significativo, no nos dieron soluciones","{'label': 'Negativo', 'score': 0.9935611486434937}",0.9935611486434937,Negativo,-0.9935611486434937
cfa7d0d5-458a-45c7-a28c-a0bbffc8b103,e5d07a0d-414c-490d-9219-b4a8420f6959,Operaciones,"El coche estuvo haciendo ruidos durante el viaje, lo que fue incómodo.","{'label': 'Negativo', 'score': 0.9988548755645752}",0.9988548755645752,Negativo,-0.9988548755645752
78b4ab1a-45ee-4913-9b09-ce41dd3d41fa,c668d135-3719-488c-bdcc-8a0829f44346,Finanzas,¿Por qué siempre hay confusión con los pagos? Necesito más claridad,"{'label': 'Positivo', 'score': 0.8495302200317383}",0.8495302200317383,Positivo,0.8495302200317383
1e47dff1-5bc0-4a1d-8879-d99929bcb075,bc58a3ba-6ee0-4e14-9875-262d3966f697,Operaciones,Las condiciones del vehículo no fueron buenas durante todo el trayecto.,"{'label': 'Negativo', 'score': 0.9964402318000793}",0.9964402318000793,Negativo,-0.9964402318000793
0280384c-977b-4f4e-936c-a9dcfd3e3024,0174eef8-8bef-44eb-9cab-2f12aeee7f9d,Operaciones,El coordinador no me informó sobre las posibles rutas alternativas.,"{'label': 'Negativo', 'score': 0.9989387392997742}",0.9989387392997742,Negativo,-0.9989387392997742
d3672ca6-99f0-4bf8-8d09-a302a3df7741,3d27d029-8ee2-425c-88c2-3ea6a2e188bb,Finanzas,Las esperas en el aeropuerto no se pagan bien,"{'label': 'Negativo', 'score': 0.9985951781272888}",0.9985951781272888,Negativo,-0.9985951781272888
757d5f06-f6ff-4e94-8312-b200ffffc2ac,ba770c74-03cf-41f3-b48c-4591e46b224d,Finanzas,"Las tarifas nocturnas han mejorado, pero aún no cubren el esfuerzo","{'label': 'Negativo', 'score': 0.8701571226119995}",0.8701571226119995,Negativo,-0.8701571226119995
c3cfe169-6cf0-41dc-b3f3-2e6ae99d7929,9892e317-789b-40bc-8753-3013f523bee8,Operaciones,El coordinador no estuvo disponible cuando hubo cambios en el viaje.,"{'label': 'Positivo', 'score': 0.9345487952232361}",0.9345487952232361,Positivo,0.9345487952232361
fc25fb14-ab92-4529-ae12-f30c342bdd14,4ba7af11-e27f-46ce-bfb9-b75efc3c548f,Finanzas,"El pago no se procesa a tiempo, ya estoy perdiendo la paciencia","{'label': 'Negativo', 'score': 0.9992249011993408}",0.9992249011993408,Negativo,-0.9992249011993408
faa36f66-e428-453c-aa7f-3e121018016d,035e54b9-e99a-42bd-bb21-7d37eff3b882,Finanzas,"Parece que siempre cobran de más, nunca me queda claro el monto final","{'label': 'Negativo', 'score': 0.9996128678321838}",0.9996128678321838,Negativo,-0.9996128678321838
36d97c1e-e263-4e45-9369-74a3d04379b3,d277c355-6cd1-4267-9be5-57e43108023d,Finanzas,"El sistema de compensación necesita mejorar, no es justo","{'label': 'Positivo', 'score': 0.6120926141738892}",0.6120926141738892,Positivo,0.6120926141738892
6f39c4c0-9e60-4aa0-b255-ddaac03e7027,059c1c0b-6d9e-4845-9ff9-cc774f483374,RH,A veces la carga de trabajo es muy alta,"{'label': 'Negativo', 'score': 0.824852466583252}",0.824852466583252,Negativo,-0.824852466583252
2f6ca197-6aa2-4aea-8106-bfefe4a364e1,ed666c3b-aa79-451c-88e7-6e2aee97205d,Operaciones,A veces los clientes cambian la ruta sin avisar,"{'label': 'Positivo', 'score': 0.8196609020233154}",0.8196609020233154,Positivo,0.8196609020233154
bcaad1e5-a71e-4f50-9030-070517c70c08,ed154a9d-b0c9-4d17-9fda-c62290a64627,Operaciones,"El vehículo estaba en malas condiciones, no daba confianza","{'label': 'Negativo', 'score': 0.9996114373207092}",0.9996114373207092,Negativo,-0.9996114373207092
b9f6fcb5-3ca5-4bd2-9fa8-39aa84f6d499,33389976-666f-4469-a213-8803404184fd,Operaciones,Las notificaciones de nuevos viajes no siempre llegan a tiempo,"{'label': 'Positivo', 'score': 0.9608550071716309}",0.9608550071716309,Positivo,0.9608550071716309
76f515c3-85e7-45a3-958a-cb8d5e60490c,c812aee6-d794-419d-9efe-c3cad398c833,Operaciones,"La coordinación fue deficiente, todo fue un desorden","{'label': 'Negativo', 'score': 0.9997863173484802}",0.9997863173484802,Negativo,-0.9997863173484802
5d7241e7-7b99-43e5-b7d3-4594805cb562,33227675-c169-41bf-bcc4-1cd7aaa5226d,Operaciones,El coordinador no estuvo disponible cuando tuve un inconveniente en el viaje.,"{'label': 'Positivo', 'score': 0.9527357816696167}",0.9527357816696167,Positivo,0.9527357816696167
95cb139d-eea8-4f18-96f3-0b57895a0eca,cabfe670-749b-4a4e-9c2e-54bb137bcfc7,Finanzas,El costo de mantenimiento no tiene justificación,"{'label': 'Negativo', 'score': 0.9987525939941406}",0.9987525939941406,Negativo,-0.9987525939941406
22fdf347-7d9c-477b-9875-70e9d4a47555,9c8f55a3-4d58-4938-87bb-cdfb531d90cd,Finanzas,"No entiendo los criterios para calcular los pagos, necesito claridad","{'label': 'Positivo', 'score': 0.8363022208213806}",0.8363022208213806,Positivo,0.8363022208213806
8c028198-982a-4a82-86ce-89f6d6fe7c24,5560412b-1a7b-4f78-bdfa-ecda729afe3d,Operaciones,Los turnos de espera son demasiado largos,"{'label': 'Negativo', 'score': 0.9974638223648071}",0.9974638223648071,Negativo,-0.9974638223648071
c48c8221-fe4a-48ac-97fa-89de3110ab18,797af04a-e9e4-4573-b2fd-56dc4522b72e,Operaciones,La ruta estuvo llena de obstáculos imprevistos que no se avisaron,"{'label': 'Negativo', 'score': 0.9972876310348511}",0.9972876310348511,Negativo,-0.9972876310348511
bec528f9-55f4-4fe3-84c7-d23dec358b0d,25b8f5e5-6a77-4539-94ae-2d5d37ac9041,Operaciones,El coordinador no gestionó bien la situación cuando hubo imprevistos en el viaje.,"{'label': 'Negativo', 'score': 0.9928779006004333}",0.9928779006004333,Negativo,-0.9928779006004333
1849ba01-33ae-4821-8e8d-02c438912fa4,af5aaefd-791c-4def-bc78-0ef69e90796b,RH,El trato con algunos supervisores no es el mejor,"{'label': 'Positivo', 'score': 0.521647572517395}",0.521647572517395,Positivo,0.521647572517395
73aa3776-afc7-40a0-ab2a-e4c8599b6974,0c61a337-a647-45fa-93b6-108a06a8f390,Finanzas,"Cada vez que hago un pago, el sistema tiene errores","{'label': 'Negativo', 'score': 0.9426525235176086}",0.9426525235176086,Negativo,-0.9426525235176086
3609ad9b-3c7d-4764-a382-47858ec7e423,9b4c8840-969f-4065-894d-b6f518db1907,Operaciones,El vehículo no estaba en condiciones de ser conducido y no me lo dijeron a tiempo.,"{'label': 'Negativo', 'score': 0.9996182918548584}",0.9996182918548584,Negativo,-0.9996182918548584
47f12e40-44d9-4ab9-aace-3776f508a0ca,170684c2-675b-41f6-94aa-eb53a1328db0,RH,Nos obligan a aceptar cambios sin consultarnos,"{'label': 'Negativo', 'score': 0.9014254212379456}",0.9014254212379456,Negativo,-0.9014254212379456
d752b75c-a4d9-4bc3-8f4e-dedb2cd645a0,9dc8f23c-eb93-4b22-a1aa-8b18196355fd,Finanzas,"Las bonificaciones no se aplican de manera justa, es un fraude","{'label': 'Negativo', 'score': 0.9995543360710144}",0.9995543360710144,Negativo,-0.9995543360710144
8346b509-9cd9-4f82-8aa9-42b72baedaee,21f16d33-d5ed-4c7c-bab8-4bf9ca22fb54,Finanzas,"Las cancelaciones siguen siendo un problema, aunque menos grave","{'label': 'Negativo', 'score': 0.5202587842941284}",0.5202587842941284,Negativo,-0.5202587842941284
8b640849-2914-4697-b197-ff9401b65e7c,0b576bd2-2e38-4e9c-b3fd-081b33ab495f,Finanzas,"Las bonificaciones nunca se aplican como deberían, estoy muy decepcionado","{'label': 'Negativo', 'score': 0.9985754489898682}",0.9985754489898682,Negativo,-0.9985754489898682
5b4a2de8-271a-472b-806b-e1d005c3b772,60281b02-7829-418e-91b2-0ed3614821b1,RH,El trato con los administrativos podría mejorar,"{'label': 'Positivo', 'score': 0.6779932975769043}",0.6779932975769043,Positivo,0.6779932975769043
088ea039-14c1-4448-8c4b-df2c30cae5f3,676dec14-5c15-4e5e-9d07-148d97fcd405,Finanzas,Las tarifas no cubren el desgaste del vehículo,"{'label': 'Negativo', 'score': 0.9739699959754944}",0.9739699959754944,Negativo,-0.9739699959754944
fc3b1ed6-b7d1-41f0-86bc-9ab52ae12dde,58501f7c-3567-45d8-ace8-e5b5d15aad3d,Finanzas,"Las tarifas nocturnas están bien, pero no siempre reflejan el esfuerzo","{'label': 'Negativo', 'score': 0.8594694137573242}",0.8594694137573242,Negativo,-0.8594694137573242
